顧客ID,利用日,トレーニング時間,トレーナー利用
347,2022-03-25,0.7,はい
866,2022-08-16,0.9,いいえ
162,2022-05-25,1.0,いいえ
670,2022-09-18,1.2,いいえ
265,2022-01-10,0.5,はい
849,2022-09-14,1.6,はい
18,2022-05-18,1.6,はい
411,2022-01-21,1.7,はい
466,2022-08-11,0.7,はい
955,2022-03-06,1.8,はい
822,2022-07-05,0.7,はい
845,2022-09-05,0.9,いいえ
148,2022-02-07,1.3,いいえ
753,2022-06-21,0.6,はい
874,2022-09-10,0.8,いいえ
561,2022-09-04,1.1,はい
589,2022-03-02,1.9,いいえ
2,2022-04-06,1.8,はい
459,2022-09-19,1.8,はい
732,2022-11-12,0.7,いいえ
90,2022-12-23,0.7,はい
548,2022-12-07,1.7,いいえ
927,2022-08-19,1.6,はい
277,2022-09-04,1.5,はい
193,2022-05-26,1.7,はい
798,2022-09-08,1.9,いいえ
937,2022-01-31,1.9,はい
495,2022-04-21,1.6,いいえ
631,2022-06-10,0.7,はい
994,2022-12-09,1.5,はい
30,2022-05-05,1.8,はい
697,2022-12-27,0.5,いいえ
55,2022-07-28,0.5,はい
700,2022-08-27,2.0,いいえ
118,2022-10-12,0.7,いいえ
571,2022-11-17,1.8,はい
661,2022-01-31,1.7,はい
992,2022-03-07,1.4,はい
9,2022-07-26,1.5,いいえ
365,2022-05-04,0.8,はい
164,2022-01-16,1.9,いいえ
705,2022-09-12,1.9,はい
844,2022-04-11,1.4,いいえ
482,2022-05-11,1.4,はい
760,2022-08-31,0.7,はい
185,2022-10-22,1.7,いいえ
541,2022-01-06,1.0,いいえ
403,2022-12-08,1.5,いいえ
974,2022-11-17,1.2,いいえ
165,2022-03-08,0.7,はい
848,2022-02-16,1.2,いいえ
25,2022-08-15,1.0,いいえ
569,2022-04-06,0.9,いいえ
675,2022-01-08,1.0,いいえ
697,2022-12-14,1.6,いいえ
983,2022-04-09,0.7,はい
265,2022-11-02,1.8,いいえ
823,2022-10-16,0.8,いいえ
569,2022-03-31,0.7,いいえ
624,2022-02-28,1.3,いいえ
75,2022-09-02,0.9,いいえ
618,2022-10-19,1.7,いいえ
393,2022-10-01,0.7,いいえ
573,2022-05-03,1.0,いいえ
921,2022-11-09,1.7,いいえ
745,2022-01-08,0.9,いいえ
818,2022-02-07,1.8,いいえ
859,2022-08-29,1.2,はい
48,2022-04-08,1.6,いいえ
751,2022-05-02,0.7,はい
625,2022-03-02,1.1,いいえ
960,2022-04-20,0.7,いいえ
293,2022-10-19,1.1,いいえ
115,2022-07-24,0.8,いいえ
28,2022-03-29,0.7,いいえ
115,2022-10-25,1.9,いいえ
196,2022-09-07,1.8,はい
124,2022-11-17,1.5,いいえ
359,2022-09-20,1.5,はい
467,2022-10-22,0.8,いいえ
448,2022-05-15,1.6,いいえ
456,2022-07-14,0.7,いいえ
889,2022-12-02,1.0,いいえ
502,2022-12-17,0.6,いいえ
533,2022-07-19,1.2,はい
615,2022-09-04,0.8,いいえ
778,2022-02-02,2.0,はい
896,2022-12-03,0.7,いいえ
171,2022-08-20,1.5,いいえ
414,2022-07-22,0.8,いいえ
294,2022-09-14,1.6,いいえ
23,2022-01-15,2.0,はい
411,2022-08-28,1.1,いいえ
218,2022-10-16,1.1,いいえ
688,2022-03-19,0.6,いいえ
392,2022-08-08,1.3,はい
12,2022-08-12,1.2,いいえ
776,2022-08-17,2.0,いいえ
997,2022-01-15,0.7,はい
418,2022-10-14,1.5,いいえ
849,2022-03-28,1.2,はい
942,2022-10-17,1.7,はい
720,2022-01-02,0.7,いいえ
937,2022-06-29,1.7,いいえ
590,2022-12-16,1.8,いいえ
89,2022-09-28,2.0,はい
722,2022-02-18,1.0,はい
50,2022-09-22,1.2,いいえ
554,2022-01-21,0.9,はい
899,2022-05-08,0.8,はい
74,2022-09-14,1.2,いいえ
145,2022-05-17,1.8,はい
26,2022-05-30,1.5,はい
977,2022-05-16,1.5,いいえ
630,2022-12-14,1.9,はい
67,2022-08-02,1.7,いいえ
720,2022-01-17,1.7,はい
408,2022-08-14,0.8,はい
230,2022-09-16,0.9,はい
206,2022-06-10,0.7,いいえ
680,2022-11-26,2.0,はい
274,2022-11-20,1.6,いいえ
386,2022-01-16,1.6,はい
859,2022-06-03,1.4,はい
426,2022-02-11,1.7,いいえ
371,2022-10-08,1.8,いいえ
631,2022-11-14,1.4,いいえ
460,2022-06-23,1.6,はい
688,2023-01-01,0.9,はい
198,2022-11-17,1.9,いいえ
453,2022-09-04,0.9,いいえ
705,2022-05-19,1.9,いいえ
946,2022-09-01,1.0,いいえ
39,2022-07-18,0.5,いいえ
717,2022-09-01,1.0,はい
913,2022-09-14,0.8,いいえ
615,2022-06-29,0.6,はい
102,2022-12-30,1.9,いいえ
983,2022-06-12,1.4,はい
336,2022-01-03,0.9,はい
589,2022-10-09,1.0,はい
371,2022-10-07,1.0,はい
303,2022-12-06,2.0,いいえ
665,2022-01-29,1.7,いいえ
683,2022-11-24,1.0,はい
355,2022-01-08,0.6,はい
595,2022-07-04,1.5,いいえ
268,2022-11-05,1.1,はい
822,2022-06-02,1.5,いいえ
649,2022-03-14,1.0,いいえ
584,2022-07-07,0.8,はい
585,2022-08-16,1.5,はい
288,2022-03-29,1.8,いいえ
947,2022-06-22,0.9,いいえ
153,2022-03-04,1.3,はい
496,2022-10-29,1.8,いいえ
356,2022-08-31,1.1,はい
296,2022-01-28,1.3,はい
264,2022-07-18,1.8,いいえ
820,2022-09-15,1.3,いいえ
906,2022-09-02,0.5,いいえ
865,2022-04-13,1.1,はい
755,2022-11-30,0.8,いいえ
628,2022-05-21,0.7,いいえ
776,2022-12-09,2.0,はい
98,2022-04-13,1.3,いいえ
400,2022-05-05,1.4,いいえ
49,2022-08-01,1.4,はい
497,2022-09-11,1.1,はい
693,2022-12-28,0.9,はい
235,2022-06-18,1.2,はい
389,2022-04-24,1.7,はい
40,2022-11-16,0.9,いいえ
869,2022-07-23,1.1,いいえ
104,2022-04-24,1.0,はい
389,2022-03-11,1.1,はい
954,2022-07-24,0.7,いいえ
683,2022-12-20,1.8,はい
511,2022-01-30,1.5,いいえ
420,2022-05-10,1.2,いいえ
680,2022-05-11,1.7,はい
972,2022-09-19,1.6,はい
797,2022-10-03,1.5,はい
754,2022-11-06,0.6,はい
214,2022-05-13,1.7,いいえ
848,2022-09-28,1.5,いいえ
339,2022-05-06,1.1,いいえ
491,2022-10-30,1.9,いいえ
816,2022-05-29,1.6,いいえ
85,2022-05-12,0.9,いいえ
434,2022-08-24,1.0,いいえ
301,2022-07-08,1.6,はい
862,2022-01-15,1.1,いいえ
353,2022-03-04,1.4,いいえ
638,2022-05-10,1.7,はい
279,2022-08-30,1.6,いいえ
493,2022-04-18,1.6,いいえ
279,2022-12-06,1.2,いいえ
254,2022-07-05,1.5,はい
338,2022-09-13,1.9,いいえ
580,2022-12-25,0.6,はい
462,2022-07-23,0.6,いいえ
448,2022-12-28,1.1,はい
435,2022-01-10,1.7,はい
997,2022-11-14,1.7,はい
172,2022-03-01,0.9,いいえ
293,2022-05-15,2.0,はい
224,2022-06-15,1.7,はい
948,2022-11-04,0.9,はい
654,2022-03-23,1.5,いいえ
587,2022-12-12,0.9,いいえ
319,2022-11-18,0.7,はい
447,2022-06-01,0.7,いいえ
24,2022-09-23,1.2,はい
202,2022-09-09,1.0,はい
172,2022-01-01,1.2,いいえ
878,2022-06-11,0.6,いいえ
837,2022-07-17,0.9,いいえ
296,2022-09-08,1.3,はい
500,2022-05-30,0.6,いいえ
902,2022-03-07,1.5,いいえ
537,2022-06-03,1.8,いいえ
733,2022-10-24,1.2,はい
87,2022-07-31,1.1,いいえ
684,2022-09-06,1.8,はい
398,2022-09-09,0.6,いいえ
705,2022-11-15,1.0,はい
140,2022-11-06,0.9,いいえ
480,2022-08-05,1.7,はい
778,2022-05-04,1.6,いいえ
573,2022-01-18,1.7,いいえ
370,2022-10-31,0.7,いいえ
379,2022-01-27,1.6,いいえ
240,2022-10-20,1.2,いいえ
160,2022-11-30,1.4,いいえ
253,2022-03-05,1.2,いいえ
586,2022-08-25,1.2,いいえ
303,2022-09-02,0.6,はい
483,2022-07-12,0.7,いいえ
985,2022-12-30,1.6,いいえ
963,2022-05-25,1.6,いいえ
735,2022-12-08,0.9,はい
249,2022-12-30,1.3,はい
495,2022-03-14,2.0,いいえ
924,2022-08-18,1.9,はい
756,2022-01-16,0.5,いいえ
571,2022-07-08,0.9,はい
104,2022-04-06,0.7,はい
691,2022-10-11,1.2,いいえ
436,2022-03-30,0.7,はい
725,2022-01-15,1.2,いいえ
514,2022-01-23,1.7,いいえ
257,2022-10-16,1.8,いいえ
872,2022-09-22,0.6,はい
199,2022-01-18,1.8,はい
837,2022-01-10,1.2,いいえ
592,2022-02-06,0.9,いいえ
946,2022-09-09,1.5,はい
803,2022-02-09,1.3,はい
302,2022-11-01,1.4,いいえ
56,2022-11-22,1.1,はい
37,2022-12-09,1.6,いいえ
90,2022-04-20,1.1,はい
362,2022-10-31,1.5,はい
995,2022-10-19,0.9,いいえ
667,2022-03-30,1.6,はい
360,2022-10-29,1.5,いいえ
103,2022-08-18,0.6,いいえ
885,2022-03-08,1.2,いいえ
593,2022-07-24,0.8,はい
949,2022-05-20,1.9,いいえ
79,2022-12-20,1.2,はい
48,2022-03-04,1.5,いいえ
179,2022-05-13,0.7,いいえ
551,2022-01-10,1.0,はい
611,2022-09-28,0.7,いいえ
548,2022-11-01,1.5,はい
503,2022-07-24,1.7,はい
36,2022-09-28,0.7,いいえ
752,2022-10-14,1.5,いいえ
821,2022-03-01,1.9,いいえ
726,2022-03-08,2.0,いいえ
193,2022-03-09,1.6,いいえ
300,2022-11-12,1.2,はい
183,2022-09-11,2.0,はい
562,2022-08-31,1.5,はい
610,2022-06-12,0.5,いいえ
706,2022-05-10,1.4,はい
479,2022-10-17,1.0,いいえ
184,2022-01-28,1.5,はい
294,2022-08-01,0.9,いいえ
55,2022-11-12,1.6,いいえ
281,2022-10-24,1.1,いいえ
500,2022-04-11,1.5,いいえ
11,2022-01-25,0.5,いいえ
476,2022-01-12,0.9,はい
127,2022-06-13,0.8,はい
348,2022-07-17,0.7,はい
535,2022-04-04,1.9,いいえ
800,2022-08-20,0.6,はい
244,2022-07-17,1.8,いいえ
317,2022-11-28,1.5,いいえ
963,2022-09-12,1.1,はい
1000,2022-12-30,1.2,はい
695,2022-12-31,1.6,いいえ
987,2022-09-16,1.7,はい
465,2022-11-08,1.9,はい
704,2022-08-20,1.1,はい
993,2022-08-15,0.6,はい
376,2022-09-01,1.5,はい
165,2022-10-08,1.5,はい
288,2022-04-02,1.7,はい
583,2022-03-03,1.2,はい
783,2022-09-26,1.0,はい
226,2022-01-11,1.3,はい
764,2022-10-20,1.5,はい
692,2022-01-10,0.7,はい
107,2022-08-27,1.9,いいえ
986,2022-03-15,1.5,はい
247,2022-09-19,1.8,はい
334,2022-07-10,0.7,はい
102,2022-04-08,0.9,はい
830,2022-04-22,1.5,いいえ
53,2022-11-28,1.2,はい
865,2022-06-23,1.9,いいえ
87,2022-06-24,1.5,いいえ
268,2022-02-13,0.7,いいえ
689,2022-03-15,1.0,はい
958,2022-09-26,1.0,いいえ
967,2022-05-07,1.4,はい
474,2022-07-13,0.8,はい
9,2022-03-23,0.7,いいえ
708,2022-01-18,1.3,はい
592,2022-06-26,0.6,はい
97,2022-06-14,1.4,はい
812,2022-02-07,0.7,いいえ
728,2022-10-14,0.9,いいえ
144,2022-03-24,0.5,はい
150,2022-11-23,0.9,はい
690,2022-04-08,1.4,いいえ
296,2022-06-03,0.6,はい
7,2022-08-15,0.8,いいえ
988,2022-07-03,1.7,はい
507,2022-03-19,1.4,いいえ
969,2022-05-28,1.9,はい
907,2022-04-04,1.1,いいえ
232,2022-01-20,0.5,いいえ
790,2022-10-15,0.7,いいえ
826,2022-02-07,0.9,いいえ
785,2022-05-18,1.0,はい
673,2022-11-29,1.9,はい
374,2022-11-15,0.8,はい
133,2022-10-03,0.7,いいえ
734,2022-07-26,1.4,はい
529,2022-01-04,1.6,いいえ
998,2022-08-19,1.1,はい
873,2022-04-28,1.4,はい
934,2022-05-25,1.8,はい
10,2022-10-29,0.6,いいえ
748,2022-01-07,1.3,いいえ
924,2022-06-28,1.4,いいえ
844,2022-11-25,0.7,いいえ
161,2022-11-11,0.7,はい
5,2022-08-26,2.0,はい
828,2022-07-19,0.6,はい
356,2022-07-17,1.5,いいえ
326,2022-06-10,0.7,いいえ
704,2022-06-04,1.3,いいえ
605,2022-06-12,1.9,いいえ
124,2022-03-10,1.6,いいえ
848,2022-07-05,0.7,はい
279,2022-04-14,1.9,いいえ
902,2022-10-07,0.7,いいえ
607,2022-06-12,1.6,はい
490,2022-11-22,1.9,はい
385,2022-09-11,1.3,はい
40,2022-11-09,1.9,いいえ
527,2022-05-01,0.9,はい
654,2022-09-23,1.7,はい
47,2022-10-31,1.1,いいえ
672,2022-12-29,1.9,いいえ
539,2022-09-19,1.1,いいえ
374,2022-06-19,2.0,いいえ
707,2022-08-13,1.3,いいえ
952,2022-01-24,0.5,いいえ
229,2022-03-02,0.6,いいえ
787,2022-08-17,0.7,はい
874,2022-09-14,1.8,いいえ
862,2022-05-30,1.3,はい
514,2022-02-07,1.4,いいえ
699,2022-01-01,0.9,いいえ
586,2022-09-23,1.0,いいえ
400,2022-05-27,0.6,いいえ
108,2022-10-22,0.6,はい
104,2022-09-16,1.0,いいえ
186,2022-09-07,0.8,いいえ
742,2022-07-16,1.2,はい
350,2022-02-12,2.0,いいえ
228,2022-04-10,1.1,いいえ
459,2022-10-23,0.5,はい
587,2022-02-08,1.4,いいえ
278,2022-10-20,0.6,いいえ
468,2022-05-06,1.7,はい
987,2022-06-30,1.0,はい
944,2022-02-19,0.8,いいえ
472,2022-02-25,1.3,いいえ
430,2022-01-07,1.2,いいえ
97,2022-03-13,1.0,はい
807,2022-09-13,1.5,はい
724,2022-08-18,0.9,はい
861,2022-05-20,1.8,いいえ
762,2022-05-20,1.9,はい
909,2022-01-09,1.2,はい
534,2022-02-18,1.6,いいえ
433,2022-02-28,0.8,いいえ
766,2022-08-21,1.7,はい
985,2022-07-07,0.9,はい
677,2022-04-18,0.9,はい
701,2022-10-26,0.7,いいえ
515,2022-08-27,0.9,いいえ
539,2022-09-04,1.5,いいえ
988,2022-11-22,0.6,はい
718,2022-07-28,1.1,いいえ
998,2022-12-20,1.3,はい
18,2022-09-06,0.9,はい
408,2022-12-08,1.5,いいえ
768,2023-01-01,1.1,はい
676,2022-07-17,0.6,いいえ
459,2022-11-01,1.0,いいえ
422,2022-08-02,1.1,いいえ
961,2022-01-12,1.1,はい
640,2022-05-09,1.7,はい
63,2022-06-28,1.6,はい
818,2022-10-05,1.3,いいえ
977,2022-01-21,1.5,いいえ
24,2022-09-16,1.8,いいえ
296,2022-03-15,1.0,いいえ
155,2022-11-03,1.3,いいえ
537,2022-10-21,0.5,はい
478,2022-12-09,1.2,はい
318,2022-07-07,0.7,はい
820,2022-08-17,1.0,はい
927,2022-06-01,1.7,はい
787,2022-06-14,1.0,はい
52,2022-07-25,1.8,はい
824,2022-12-21,0.6,いいえ
222,2022-09-30,1.3,はい
594,2022-01-29,0.8,いいえ
689,2022-06-13,0.5,いいえ
137,2022-05-04,1.7,はい
632,2022-06-05,1.3,はい
545,2022-07-28,1.4,はい
904,2022-10-22,1.1,はい
726,2022-08-08,1.6,はい
725,2022-11-23,1.4,はい
141,2022-11-18,1.0,いいえ
208,2022-10-09,1.6,はい
597,2022-10-07,1.3,いいえ
637,2022-08-05,1.6,いいえ
110,2022-07-25,1.4,はい
382,2022-01-04,0.6,はい
498,2022-09-19,0.8,はい
284,2022-01-02,1.7,はい
834,2022-07-26,0.9,いいえ
190,2022-08-01,1.6,いいえ
192,2022-03-06,1.5,いいえ
794,2022-05-16,0.6,はい
464,2022-01-07,1.1,はい
384,2022-02-19,0.8,いいえ
604,2022-12-20,1.6,はい
903,2022-08-15,1.4,いいえ
119,2022-08-05,1.3,はい
933,2022-09-25,0.5,はい
382,2022-08-04,0.6,はい
554,2022-04-27,0.9,はい
574,2022-02-13,1.3,はい
414,2022-05-06,1.8,いいえ
397,2022-11-27,2.0,はい
282,2022-11-08,0.9,はい
199,2022-12-18,0.9,いいえ
705,2022-07-24,1.9,はい
874,2022-03-21,1.8,はい
874,2022-06-21,0.9,いいえ
810,2022-04-29,0.8,いいえ
83,2022-04-30,1.1,はい
930,2022-11-27,1.6,いいえ
460,2022-09-03,1.9,はい
251,2022-12-25,0.7,はい
222,2022-01-07,1.4,はい
256,2022-09-23,1.1,はい
854,2022-03-16,1.5,いいえ
880,2022-06-03,1.5,はい
525,2022-01-08,0.8,いいえ
687,2022-05-15,1.4,はい
238,2022-08-09,1.3,いいえ
750,2022-05-02,1.8,はい
939,2022-01-12,1.4,いいえ
297,2022-06-18,0.6,はい
851,2022-08-04,0.9,いいえ
554,2022-03-07,1.7,はい
893,2022-05-17,1.6,はい
251,2022-03-02,1.9,はい
163,2022-01-20,1.2,いいえ
937,2022-12-11,1.6,いいえ
265,2022-06-10,1.8,いいえ
337,2022-01-21,1.9,はい
209,2022-10-03,0.8,はい
340,2022-04-07,0.9,はい
323,2022-04-02,1.0,はい
316,2022-02-02,0.7,はい
586,2022-04-17,1.1,いいえ
6,2022-12-18,1.2,はい
41,2022-03-03,1.9,はい
573,2022-01-31,1.5,いいえ
252,2022-08-01,0.7,いいえ
564,2022-03-02,1.9,いいえ
922,2022-04-22,1.5,はい
355,2022-05-05,0.7,いいえ
819,2022-09-11,0.7,はい
296,2022-08-06,1.1,はい
694,2022-12-22,1.2,いいえ
79,2022-10-29,1.9,いいえ
17,2022-05-06,1.0,はい
429,2022-10-26,1.0,はい
298,2022-01-12,0.8,はい
871,2022-05-08,1.4,いいえ
483,2022-07-01,0.7,いいえ
260,2022-07-14,1.2,はい
505,2022-06-13,1.1,いいえ
787,2022-11-06,1.8,はい
789,2022-10-14,1.3,いいえ
476,2022-03-31,0.7,いいえ
706,2022-12-25,1.9,はい
900,2022-09-07,0.5,いいえ
476,2022-07-17,0.8,はい
581,2022-07-04,1.2,いいえ
77,2022-05-02,1.2,はい
278,2022-02-08,2.0,いいえ
60,2022-05-04,1.0,いいえ
701,2022-09-01,1.8,いいえ
706,2022-04-06,0.8,いいえ
860,2022-05-07,1.5,いいえ
952,2022-06-14,1.7,いいえ
697,2022-07-08,1.8,いいえ
657,2022-07-08,1.2,いいえ
33,2022-09-21,1.3,はい
210,2022-01-10,1.9,はい
100,2022-11-03,1.1,いいえ
680,2022-04-26,1.4,はい
187,2022-07-03,1.8,はい
535,2022-12-15,1.9,はい
560,2022-11-09,1.5,はい
737,2022-09-17,2.0,いいえ
100,2022-01-15,0.5,はい
606,2022-10-01,1.4,いいえ
710,2022-02-21,0.7,いいえ
362,2022-06-11,1.5,いいえ
77,2022-07-13,1.8,はい
800,2022-02-26,2.0,はい
82,2022-12-04,0.7,はい
885,2022-11-29,1.2,はい
721,2022-08-27,0.9,はい
294,2022-12-15,0.7,いいえ
4,2022-07-07,1.4,はい
868,2022-11-23,1.2,はい
351,2022-10-06,1.5,はい
312,2022-09-25,1.4,いいえ
98,2022-05-13,1.7,いいえ
914,2022-08-31,0.7,はい
274,2022-10-14,1.6,いいえ
211,2022-02-22,1.6,いいえ
2,2022-05-13,1.6,いいえ
410,2022-11-20,1.7,いいえ
491,2022-09-07,1.3,いいえ
408,2022-04-30,1.6,いいえ
254,2022-08-19,0.6,はい
655,2022-09-07,1.4,はい
243,2022-05-02,1.0,いいえ
334,2022-08-04,1.6,はい
41,2022-11-20,0.9,はい
318,2022-12-22,0.9,いいえ
729,2022-05-11,1.6,はい
934,2022-04-30,1.6,はい
119,2022-02-17,1.3,はい
251,2022-06-08,0.8,いいえ
305,2022-10-22,1.0,いいえ
670,2022-03-02,1.2,はい
786,2022-11-25,1.1,いいえ
284,2022-01-06,1.2,はい
626,2022-07-24,1.7,いいえ
856,2022-09-18,1.7,はい
317,2022-03-03,1.5,いいえ
174,2022-04-17,1.8,いいえ
285,2022-03-01,0.6,はい
906,2022-11-28,1.6,いいえ
670,2022-07-14,1.7,はい
320,2022-11-21,0.7,はい
554,2022-08-29,0.9,はい
138,2022-09-30,1.7,はい
905,2022-02-04,1.4,はい
210,2022-02-06,1.8,はい
487,2022-11-30,0.5,いいえ
885,2022-09-22,1.0,いいえ
719,2022-12-07,1.3,はい
310,2022-12-28,1.1,いいえ
826,2022-12-08,0.7,はい
780,2022-10-01,0.9,いいえ
449,2023-01-01,1.8,いいえ
631,2022-01-14,1.6,はい
568,2022-01-09,1.0,いいえ
254,2022-09-21,1.1,はい
818,2022-06-12,1.5,いいえ
648,2022-05-08,1.7,いいえ
224,2022-08-23,1.0,はい
768,2022-04-24,1.2,はい
940,2022-04-30,1.0,はい
707,2022-02-15,0.7,いいえ
11,2022-08-21,1.1,いいえ
473,2022-10-23,1.1,はい
703,2022-03-12,0.6,はい
299,2022-09-12,2.0,いいえ
666,2022-04-22,1.9,はい
754,2022-09-30,1.2,いいえ
406,2022-09-19,1.3,はい
255,2022-05-26,0.7,いいえ
844,2022-02-09,1.6,はい
926,2022-03-06,0.8,いいえ
479,2022-06-12,1.6,いいえ
929,2022-10-26,1.0,はい
480,2022-04-20,1.7,いいえ
668,2022-10-19,1.5,いいえ
744,2022-09-18,1.1,はい
147,2022-07-16,1.1,はい
801,2022-09-30,1.5,いいえ
266,2022-01-05,0.8,はい
71,2022-05-24,1.1,はい
526,2022-10-20,0.6,はい
8,2022-07-07,1.3,いいえ
787,2022-02-19,1.9,はい
341,2022-09-15,1.2,いいえ
735,2022-10-05,1.8,はい
911,2022-10-22,1.8,いいえ
216,2022-08-31,1.1,いいえ
797,2022-12-21,1.7,はい
477,2022-07-02,1.5,はい
771,2022-04-27,1.7,いいえ
898,2022-03-03,1.3,いいえ
471,2022-02-14,0.7,いいえ
832,2022-09-25,0.8,はい
803,2022-09-06,1.9,はい
696,2022-12-09,1.7,はい
668,2022-08-18,0.8,はい
565,2022-07-20,0.5,いいえ
924,2022-07-05,1.1,はい
785,2022-05-12,1.0,はい
471,2022-07-10,1.0,はい
391,2022-12-20,1.4,はい
107,2022-04-27,1.6,はい
356,2022-07-25,0.9,はい
977,2022-11-21,0.8,はい
985,2022-02-17,1.0,いいえ
528,2022-04-26,1.9,いいえ
263,2022-06-18,0.8,はい
463,2022-07-25,1.8,いいえ
569,2022-02-14,1.9,いいえ
987,2022-08-10,0.9,はい
986,2022-07-17,0.9,はい
915,2022-04-03,1.3,はい
411,2022-10-25,1.4,いいえ
981,2022-03-13,0.9,はい
626,2022-12-20,1.3,はい
930,2022-07-13,0.6,はい
578,2022-05-28,1.6,はい
401,2022-05-29,1.3,いいえ
912,2022-08-11,1.8,いいえ
788,2022-02-04,1.5,はい
804,2022-08-25,1.3,いいえ
181,2022-12-15,1.7,いいえ
415,2022-08-31,1.7,いいえ
603,2022-09-08,0.9,はい
897,2022-11-10,0.6,いいえ
659,2022-09-04,1.8,いいえ
597,2022-04-15,1.9,いいえ
211,2022-07-10,1.6,いいえ
626,2022-09-25,0.8,はい
863,2022-09-05,2.0,はい
444,2022-09-15,0.5,はい
643,2022-04-13,1.3,はい
603,2022-03-10,1.3,いいえ
378,2022-04-16,0.7,はい
163,2022-12-01,1.3,いいえ
371,2022-05-05,1.4,はい
36,2022-05-01,1.7,はい
572,2022-03-19,0.7,はい
439,2022-01-24,1.1,はい
59,2022-11-05,1.1,いいえ
180,2022-10-28,1.3,いいえ
899,2022-01-05,0.9,いいえ
125,2022-11-03,1.8,はい
625,2022-09-03,1.9,はい
734,2022-10-12,1.9,はい
414,2022-05-08,1.4,はい
429,2022-09-16,0.6,はい
915,2022-06-17,1.1,いいえ
1000,2022-04-26,0.7,はい
982,2022-01-10,0.7,はい
779,2022-03-06,1.6,はい
978,2022-08-12,0.7,いいえ
240,2022-09-30,0.9,いいえ
501,2022-07-16,1.1,はい
469,2022-11-06,0.6,はい
607,2022-06-29,1.9,はい
260,2022-03-01,1.0,はい
435,2022-12-02,0.9,はい
240,2022-10-19,0.9,はい
750,2022-10-14,2.0,はい
672,2022-08-01,1.5,いいえ
596,2022-07-12,1.1,いいえ
222,2022-03-14,1.6,いいえ
733,2022-07-05,0.5,いいえ
844,2022-06-20,0.6,はい
600,2022-06-03,1.9,いいえ
467,2022-01-14,1.7,はい
131,2022-04-15,1.9,はい
298,2022-12-08,1.4,はい
311,2022-06-28,0.8,いいえ
236,2022-03-24,1.5,はい
3,2022-11-04,0.9,はい
242,2022-02-21,1.8,いいえ
995,2022-11-11,1.4,いいえ
549,2022-12-10,1.4,はい
917,2022-10-11,1.4,いいえ
333,2022-06-24,0.9,いいえ
210,2022-12-18,1.6,いいえ
915,2022-08-22,1.1,はい
176,2022-02-05,1.3,はい
957,2022-08-09,0.8,いいえ
867,2022-08-05,0.5,いいえ
498,2022-08-18,1.1,いいえ
800,2022-10-03,0.5,はい
620,2022-03-06,0.8,はい
946,2022-08-25,0.7,いいえ
754,2022-12-02,1.0,いいえ
698,2022-04-28,1.4,はい
301,2022-07-11,1.0,はい
588,2022-05-07,1.6,いいえ
13,2022-09-10,2.0,いいえ
133,2022-01-07,1.5,はい
918,2022-12-22,1.7,いいえ
610,2022-12-15,0.7,いいえ
405,2022-01-17,1.9,いいえ
706,2022-01-28,0.7,いいえ
384,2022-12-29,1.0,いいえ
440,2022-04-13,0.6,いいえ
612,2022-09-22,1.6,はい
441,2022-07-01,1.2,はい
733,2022-02-15,1.2,いいえ
853,2022-06-05,1.9,はい
495,2022-08-18,1.1,はい
133,2022-02-12,1.8,いいえ
955,2022-03-21,1.2,いいえ
280,2022-06-14,1.9,はい
391,2022-06-05,1.6,はい
492,2022-12-02,1.0,いいえ
505,2022-06-04,0.9,はい
735,2022-10-02,1.5,いいえ
139,2022-06-22,0.5,はい
229,2022-11-26,1.2,いいえ
556,2022-05-29,0.8,いいえ
460,2022-12-07,0.8,はい
558,2022-11-17,0.7,いいえ
720,2022-08-02,1.9,はい
104,2022-05-24,0.6,はい
515,2022-11-25,1.7,いいえ
886,2022-02-22,1.2,いいえ
495,2022-08-18,0.8,はい
826,2022-01-03,1.7,いいえ
490,2022-11-20,1.4,いいえ
41,2022-05-12,1.4,いいえ
46,2022-07-06,0.5,はい
999,2022-02-06,1.8,いいえ
5,2022-10-22,1.4,いいえ
24,2022-05-07,1.7,いいえ
464,2022-03-09,1.3,いいえ
476,2022-03-17,0.7,いいえ
869,2022-05-09,1.4,いいえ
532,2022-11-20,0.8,はい
301,2022-02-05,0.9,いいえ
272,2022-02-09,1.5,いいえ
815,2022-05-22,1.2,はい
255,2022-10-27,0.6,はい
668,2022-08-13,1.5,はい
67,2022-04-20,0.8,いいえ
620,2022-09-06,1.8,いいえ
175,2022-04-10,1.5,はい
134,2022-12-08,1.8,はい
529,2022-09-28,1.3,いいえ
558,2022-07-16,1.3,いいえ
356,2022-02-21,0.9,いいえ
873,2022-05-13,1.8,はい
234,2022-02-15,2.0,いいえ
170,2022-01-05,0.9,いいえ
260,2022-02-24,1.8,はい
977,2022-07-01,0.9,いいえ
561,2022-04-14,0.6,はい
440,2022-02-15,1.7,いいえ
475,2022-02-15,1.4,はい
919,2022-02-26,1.9,いいえ
974,2022-01-17,0.8,はい
825,2022-12-23,1.0,いいえ
566,2022-09-17,1.0,はい
897,2022-06-15,1.1,はい
181,2022-10-12,0.7,はい
777,2022-08-16,0.6,いいえ
530,2022-06-01,1.6,いいえ
412,2022-06-23,1.6,いいえ
971,2022-11-03,1.7,いいえ
537,2022-10-21,1.7,はい
713,2022-07-13,0.9,はい
754,2022-06-23,1.7,はい
653,2022-08-01,1.9,いいえ
